,beekin_id,latitude,longitude,baths,beds,sqft,posted_at,property_type,price,city,blockgroup,days_since_2014,trans_log_price
241,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-12,1.0,1050.0,Rigby,160519603004,2599,-1.130762058917227
242,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-15,1.0,1050.0,Rigby,160519603004,2602,-1.130762058917227
243,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-16,1.0,1050.0,Rigby,160519603004,2603,-1.130762058917227
244,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-17,1.0,1050.0,Rigby,160519603004,2604,-1.130762058917227
245,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-18,1.0,1050.0,Rigby,160519603004,2605,-1.130762058917227
246,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-19,1.0,1050.0,Rigby,160519603004,2606,-1.130762058917227
247,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-24,1.0,1050.0,Rigby,160519603004,2611,-1.130762058917227
248,2ed9d00256,43.678603,-111.923479,1.0,3.0,1471.0,2021-02-25,1.0,1050.0,Rigby,160519603004,2612,-1.130762058917227
249,13df76cdf2,43.681896,-111.923076,1.0,3.0,1471.0,2021-02-01,1.0,1050.0,Rigby,160519603004,2588,-1.130762058917227
250,13df76cdf2,43.681896,-111.923076,1.0,3.0,1471.0,2021-02-16,1.0,1050.0,Rigby,160519603004,2603,-1.130762058917227
251,bfadf687ab,43.677727,-111.923653,3.0,3.0,1484.0,2021-02-15,0.0,1450.0,Rigby,160519603004,2602,0.2295833533666138
252,abb7b3ddba,46.734715,-117.01437,2.0,4.0,1472.0,2017-04-13,2.0,1425.0,Moscow,160570051002,1198,0.15628494037217946
253,09268dc1ba,46.734528000000005,-117.012245,2.0,5.0,2157.0,2017-04-13,1.0,1800.0,Moscow,160570051002,1198,1.1408669990665874
255,2845ef0f50,46.722076,-117.01146,2.0,5.0,1669.0,2017-04-13,2.0,2095.0,Moscow,160570054004,1198,1.7804965206387937
256,4e12b560ea,47.802845,-116.91521000000002,2.0,2.0,2360.0,2017-03-09,1.0,1100.0,Rathdrum,160550003011,1163,-0.934701010004234
257,ed958bf83b,47.7670036,-116.7777881,2.0,3.0,1352.0,2019-12-03,1.0,1595.0,Hayden,160550010022,2162,0.6312731114092973
258,3ace77e67f,47.7708823,-116.7535254,2.0,3.0,1750.0,2019-12-03,1.0,1850.0,Hayden,160550018002,2162,1.2563414146519605
260,d73f890c95,47.7723019,-116.7919864,2.0,3.0,1200.0,2019-12-08,3.0,1025.0,Hayden,160550010013,2167,-1.232322455541035
261,b13a500858,47.7465152,-116.7778421,2.0,2.0,1125.0,2019-12-09,3.0,1175.0,Hayden,160550018003,2168,-0.656717690933083
262,332edc8a9a,47.7756698,-116.7843647,2.0,3.0,1500.0,2019-12-12,1.0,1200.0,Hayden,160550010021,2171,-0.567986992239478
263,4f77b8c3d5,47.7566095,-116.8200368,2.0,3.0,1207.0,2019-12-13,1.0,1445.0,Hayden,160550007001,2172,0.21502529911434795
264,e90186c96b,47.757662100000005,-116.810707,2.0,3.0,1436.0,2019-12-13,1.0,1495.0,Hayden,160550007001,2172,0.3583912485317196
267,9664f3df88,47.7205838,-116.909986,2.5,4.0,2155.0,2019-12-03,1.0,1795.0,Post Falls,160550005001,2162,1.129143618724513
268,406989734c,47.7067763,-116.9426877,2.0,2.0,1024.0,2019-12-05,1.0,1250.0,Post Falls,160550006021,2164,-0.3959405525482877
269,385a3239e8,47.7295987,-116.916419,2.0,3.0,1318.0,2019-12-06,1.0,1500.0,Post Falls,160550005001,2165,0.372463223259148
270,080788ef81,47.7380264,-116.94997759999998,2.0,3.0,1100.0,2019-12-09,1.0,1450.0,Post Falls,160550004022,2168,0.2295833533666138
272,f9911d56b4,47.7090141,-116.9001215,2.0,3.0,1255.0,2019-12-12,3.0,1200.0,Post Falls,160550006022,2171,-0.567986992239478
274,13ec272cb9,47.7394704,-116.9575024,2.0,3.0,1298.0,2019-12-12,1.0,1495.0,Post Falls,160550004022,2171,0.3583912485317196
275,768c11423c,47.739762,-116.9533,2.0,3.0,1298.0,2019-12-12,1.0,1495.0,Post Falls,160550004022,2171,0.3583912485317196
276,9c756a7a27,47.7072973,-116.9510431,2.0,3.0,1500.0,2019-12-12,3.0,1795.0,Post Falls,160550004021,2171,1.129143618724513
277,fe749e561d,47.7072973,-116.9510431,2.0,3.0,2115.0,2019-12-12,3.0,1900.0,Post Falls,160550004021,2171,1.3687361424748323
278,7c7ae65c5f,47.7347343,-116.90008600000002,2.5,4.0,1648.0,2019-12-13,1.0,1595.0,Post Falls,160550005001,2172,0.6312731114092973
282,2f500f39ce,47.727995,-116.9245296,2.5,3.0,1380.0,2019-12-13,0.0,1300.0,Post Falls,160550005001,2172,-0.23064279727023151
284,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2019-12-16,2.0,1300.0,Post Falls,160550005001,2175,-0.23064279727023151
286,6b83889281,42.566975,-114.46435,3.0,5.0,2200.0,2017-03-09,1.0,1200.0,Twin Falls,160830008001,1163,-0.567986992239478
287,abb7b3ddba,46.734715,-117.01437,2.0,4.0,1472.0,2017-04-06,2.0,1425.0,Moscow,160570051002,1191,0.15628494037217946
288,09268dc1ba,46.734528000000005,-117.012245,2.0,5.0,2157.0,2017-04-06,1.0,1800.0,Moscow,160570051002,1191,1.1408669990665874
290,68ac4aaefe,46.71781,-117.00674,3.0,4.0,1900.0,2017-04-06,1.0,1700.0,Moscow,160570054001,1191,0.8999698622380763
291,2845ef0f50,46.722076,-117.01146,2.0,5.0,1669.0,2017-04-06,2.0,2095.0,Moscow,160570054004,1191,1.7804965206387937
292,b6b0385427,47.8645478,-116.8597368,3.0,2.0,1152.0,2019-12-23,3.0,1500.0,Rathdrum,160550001002,2182,0.372463223259148
293,86b657f684,47.7873076,-116.9660718,2.0,3.0,1510.0,2019-12-30,1.0,1449.0,Rathdrum,160550003021,2189,0.22667576269216375
294,71889111bf,43.21077,-112.4461,2.0,5.0,2700.0,2016-02-25,1.0,1100.0,Blackfoot,160119507001,785,-0.934701010004234
295,681c830f3e,43.1992,-112.317,3.0,3.0,1618.0,2016-02-25,0.0,1025.0,Blackfoot,160119504002,785,-1.232322455541035
296,869bcf0db5,43.19704,-112.3501,2.0,4.0,1728.0,2016-02-25,1.0,1000.0,Blackfoot,160119505002,785,-1.3363907680469174
297,c1bb96205b,43.6502299,-111.9188631,1.5,4.0,3000.0,2019-09-27,1.0,1450.0,Rigby,160519604004,2095,0.2295833533666138
298,7d63c0e0be,43.672538,-111.8479358,2.0,3.0,1440.0,2019-09-30,1.0,1300.0,Rigby,160519604003,2098,-0.23064279727023151
302,aa48df3832,47.752197,-116.79582,2.0,3.0,1550.0,2017-08-17,1.0,1395.0,Hayden,160550010012,1324,0.0666102272238573
303,3330c6285c,42.550179,-114.425387,2.0,2.0,880.0,2021-10-01,0.0,1225.0,Twin Falls,160830010002,2830,-0.48108592349231905
304,f73a58f98c,42.550179,-114.425387,2.0,2.0,880.0,2021-10-02,0.0,1225.0,Twin Falls,160830010002,2831,-0.48108592349231905
305,ea41ca5d98,43.19923,-112.31695,2.5,3.0,2100.0,2016-07-07,0.0,1025.0,Blackfoot,160119504002,918,-1.232322455541035
306,3ebb12d329,47.7675629,-116.7847243,2.5,3.0,1266.0,2019-12-19,0.0,1450.0,Hayden,160550010022,2178,0.2295833533666138
307,bbc508cb2c,47.7467831,-116.8212199,2.0,3.0,1742.0,2019-12-23,1.0,1695.0,Hayden,160550007001,2182,0.8875558546899563
309,9f7c71d9fd,47.7474068,-116.8026231,2.0,4.0,1849.0,2019-12-26,1.0,1595.0,Hayden,160550010012,2185,0.6312731114092973
311,ab30d15176,47.745735,-116.81677,2.5,4.0,2000.0,2017-04-06,1.0,1595.0,Hayden,160550007001,1191,0.6312731114092973
312,e51f57913b,47.77018,-116.764694,2.0,3.0,1300.0,2017-04-06,1.0,1225.0,Hayden,160550018001,1191,-0.48108592349231905
313,e51f57913b,47.77018,-116.764694,2.0,3.0,1300.0,2017-04-06,1.0,1225.0,Hayden,160550018001,1191,-0.48108592349231905
314,c8b43c85a5,42.56953529999999,-114.4906473,1.0,3.0,1300.0,2020-01-31,3.0,1175.0,Twin Falls,160830007003,2221,-0.656717690933083
315,e2bfdf458d,42.5525918,-114.4249875,2.0,3.0,1363.0,2020-02-01,1.0,1395.0,Twin Falls,160830010002,2222,0.0666102272238573
317,349e7433a5,42.287690000000005,-114.60302,2.0,4.0,1500.0,2020-02-03,1.0,1500.0,Twin Falls,160830015002,2224,0.372463223259148
318,cd0571f793,42.5732507,-114.455673,2.0,3.0,1920.0,2020-02-07,1.0,1350.0,Twin Falls,160830002002,2228,-0.07158420303606547
321,7ebd577055,43.81457,-111.80613,2.5,3.0,1420.0,2017-04-13,0.0,1200.0,Rexburg,160659503022,1198,-0.567986992239478
322,d9c8071f6e,43.81457,-111.80613,2.5,3.0,1450.0,2017-04-13,0.0,1125.0,Rexburg,160659503022,1198,-0.839987978843505
325,d328e0e561,43.811966,-111.81754,2.0,4.0,2600.0,2017-04-13,1.0,1399.0,Rexburg,160659503022,1198,0.07867767287833899
326,d328e0e561,43.811966,-111.81754,2.0,4.0,2600.0,2017-04-13,1.0,1399.0,Rexburg,160659503022,1198,0.07867767287833899
327,a25e69ebb9,43.816864,-111.76567,3.0,4.0,3000.0,2017-04-13,1.0,1600.0,Rexburg,160659504001,1198,0.6444642098631749
328,8088071024,43.821224,-111.810524,1.5,3.0,1100.0,2017-04-13,0.0,1100.0,Rexburg,160659503022,1198,-0.934701010004234
329,284fd29a0b,43.607548,-116.62771,2.0,4.0,2278.0,2017-03-23,1.0,1325.0,Nampa,160270210022,1177,-0.15036317924163436
330,497049d09f,43.636635,-116.60746,2.0,4.0,1568.0,2017-03-23,1.0,1225.0,Nampa,160270211001,1177,-0.48108592349231905
331,f0c54c0099,43.546646,-116.542755,2.0,3.0,1337.0,2017-03-23,2.0,1150.0,Nampa,160270209012,1177,-0.7473567222449625
332,84d00248c7,43.60577,-116.44229,2.0,2.0,968.0,2017-09-21,2.0,1185.0,Meridian,160010103341,1359,-0.6210009304307494
333,618757fe3d,43.60577,-116.44229,2.0,2.0,1059.0,2017-09-21,2.0,1200.0,Meridian,160010103341,1359,-0.567986992239478
334,2db845fa67,43.60577,-116.44229,2.0,3.0,1180.0,2017-09-21,2.0,1350.0,Meridian,160010103341,1359,-0.07158420303606547
335,9a7a1d8a10,43.60577,-116.44229,1.0,2.0,882.0,2017-09-21,2.0,1160.0,Meridian,160010103341,1359,-0.7108668621320121
336,c12e6200c3,43.60577,-116.44229,2.0,2.0,1015.0,2017-09-21,2.0,1175.0,Meridian,160010103341,1359,-0.656717690933083
337,b72a0b93ea,43.60577,-116.44229,2.0,3.0,1150.0,2017-09-21,2.0,1350.0,Meridian,160010103341,1359,-0.07158420303606547
338,a7e8dc5e61,43.63049,-116.34065,2.5,4.0,2117.0,2017-09-21,1.0,1600.0,Meridian,160010103313,1359,0.6444642098631749
339,6c867c20f4,43.61084,-116.39402,3.0,3.0,1126.0,2017-09-21,2.0,1175.0,Meridian,160010103222,1359,-0.656717690933083
340,642d5227ff,43.64634,-116.397316,2.5,4.0,1519.0,2017-09-21,1.0,1250.0,Meridian,160010103321,1359,-0.3959405525482877
341,2ed7000dbb,43.636753000000006,-116.408455,2.5,4.0,2039.0,2017-09-21,1.0,1495.0,Meridian,160010103321,1359,0.3583912485317196
342,5b9a2a9631,43.65503,-116.38799,2.5,3.0,1996.0,2017-09-21,1.0,1575.0,Meridian,160010103311,1359,0.5780919323888386
343,5a91891bdb,43.649708,-116.42117,2.5,4.0,2164.0,2017-09-21,1.0,1495.0,Meridian,160010103351,1359,0.3583912485317196
344,9abad18d88,43.646614,-116.41276,2.0,3.0,1200.0,2017-09-21,0.0,1075.0,Meridian,160010103321,1359,-1.0315915418672117
345,9abad18d88,43.646614,-116.41276,2.0,3.0,1200.0,2017-09-21,0.0,1075.0,Meridian,160010103321,1359,-1.0315915418672117
346,431888b01a,43.584835,-116.44807,2.0,3.0,1600.0,2017-09-21,1.0,1400.0,Meridian,160010103131,1359,0.08168914318542979
347,48b08eb028,43.572117,-116.40473,2.0,3.0,1634.0,2017-09-21,1.0,1450.0,Meridian,160010103131,1359,0.2295833533666138
348,6c13603fb5,43.611485,-116.44279,2.0,3.0,1502.0,2017-09-21,1.0,1450.0,Meridian,160010103341,1359,0.2295833533666138
349,8825cc3b83,43.64705,-116.42404,2.0,3.0,1892.0,2017-09-21,1.0,1750.0,Meridian,160010103351,1359,1.022139358684052
350,4f958d2e8f,43.583157,-116.377556,2.5,4.0,1810.0,2017-09-21,1.0,1600.0,Meridian,160010103132,1359,0.6444642098631749
351,df9e019229,43.63049,-116.4141,2.0,3.0,1906.0,2017-09-21,1.0,1450.0,Meridian,160010103354,1359,0.2295833533666138
352,4eae6b026a,43.61489,-116.42883,2.0,3.0,1383.0,2017-09-21,1.0,1250.0,Meridian,160010103342,1359,-0.3959405525482877
353,9f81d6e1a2,43.5741,-116.37354,2.5,4.0,2100.0,2017-09-21,1.0,1695.0,Meridian,160010103133,1359,0.8875558546899563
354,22c3059168,43.61644,-116.430664,2.0,3.0,1286.0,2017-09-21,1.0,1295.0,Meridian,160010103342,1359,-0.24688386752441424
355,a62dd7fa67,43.6269,-116.34009,2.5,3.0,1566.0,2017-09-21,1.0,1295.0,Meridian,160010103313,1359,-0.24688386752441424
356,76283a5d7d,43.6592,-116.42238,3.0,4.0,2560.0,2017-09-21,1.0,1850.0,Meridian,160010103351,1359,1.2563414146519605
357,bfd3e81128,43.61353,-116.436134,2.0,3.0,1565.0,2017-09-21,2.0,1425.0,Meridian,160010103341,1359,0.15628494037217946
359,e509f7be2e,43.660732,-116.38298,2.0,2.0,1236.0,2017-09-21,1.0,2000.0,Meridian,160010103311,1359,1.5849144253618008
360,d9e19a8a20,43.63013,-116.44859,3.0,4.0,2723.0,2017-09-21,1.0,1800.0,Meridian,160010103353,1359,1.1408669990665874
361,ee23099b29,43.625763,-116.450264,2.5,2.0,1769.0,2017-09-21,1.0,2000.0,Meridian,160010103353,1359,1.5849144253618008
362,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-09-21,2.0,1350.0,Meridian,160010103132,1359,-0.07158420303606547
363,f4640b81be,43.575115,-116.39111,2.0,3.0,1310.0,2017-09-21,2.0,1325.0,Meridian,160010103132,1359,-0.15036317924163436
364,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-09-21,2.0,1135.0,Meridian,160010103132,1359,-0.8026908105171012
365,8d3183cf28,43.575115,-116.39111,2.0,2.0,1120.0,2017-09-21,2.0,1125.0,Meridian,160010103132,1359,-0.839987978843505
367,1b7ffc1197,43.640343,-116.40646,2.5,4.0,1625.0,2017-09-21,1.0,1400.0,Meridian,160010103321,1359,0.08168914318542979
368,42a28f7541,43.627163,-116.352,2.0,2.0,1061.0,2017-09-21,2.0,1000.0,Meridian,160010103313,1359,-1.3363907680469174
370,086f6a804d,43.627163,-116.352,2.0,2.0,1124.0,2017-09-21,2.0,1000.0,Meridian,160010103313,1359,-1.3363907680469174
371,b43d32599a,43.627163,-116.352,2.0,3.0,1325.0,2017-09-21,2.0,1160.0,Meridian,160010103313,1359,-0.7108668621320121
372,677bf0673f,43.654854,-116.43285,2.5,4.0,2100.0,2017-09-21,1.0,1395.0,Meridian,160010103351,1359,0.0666102272238573
373,576fdfee9d,43.63472,-116.43197,2.0,3.0,1441.0,2017-09-21,1.0,1350.0,Meridian,160010103351,1359,-0.07158420303606547
375,9419a6a168,43.585636,-116.3608,1.0,2.0,931.0,2017-09-21,2.0,1085.0,Meridian,160010103133,1359,-0.9925676286573003
376,9f15583706,43.585636,-116.3608,2.0,2.0,1031.0,2017-09-21,2.0,1175.0,Meridian,160010103133,1359,-0.656717690933083
377,0b72286182,43.614983,-116.34638,2.0,3.0,1419.0,2017-09-21,1.0,1300.0,Meridian,160010103211,1359,-0.23064279727023151
378,593a38eed7,43.617542,-116.385765,1.5,2.0,1055.0,2017-09-21,2.0,1025.0,Meridian,160010103212,1359,-1.232322455541035
379,ea9ee8fc45,43.617542,-116.385765,2.5,2.0,1200.0,2017-09-21,2.0,1065.0,Meridian,160010103212,1359,-1.0709801698310824
380,81a1325b84,43.617542,-116.385765,2.0,3.0,1277.0,2017-09-21,2.0,1095.0,Meridian,160010103212,1359,-0.9539017380453936
381,9ddaad8805,43.617542,-116.385765,2.5,3.0,1290.0,2017-09-21,2.0,1145.0,Meridian,160010103212,1359,-0.7657208145482953
382,4fc889b11e,43.617542,-116.385765,1.5,2.0,1200.0,2017-09-21,2.0,1045.0,Meridian,160010103212,1359,-1.1508792928912024
383,627252da0f,43.659603,-116.39566,2.0,3.0,1750.0,2017-09-21,1.0,2000.0,Meridian,160010103311,1359,1.5849144253618008
384,45e7aaf0de,43.613396,-116.34829,2.0,3.0,1402.0,2017-09-21,1.0,1275.0,Meridian,160010103211,1359,-0.3124813398645766
385,fc3003710a,43.65022,-116.42654,2.0,3.0,1120.0,2017-09-21,2.0,1266.0,Meridian,160010103351,1359,-0.34233661830361506
386,e214fab0c6,43.65022,-116.42654,1.0,2.0,987.0,2017-09-21,2.0,1069.0,Meridian,160010103351,1359,-1.0551805167802557
387,ac288d1f14,43.65022,-116.42654,1.0,2.0,894.0,2017-09-21,2.0,1054.0,Meridian,160010103351,1359,-1.1147371251032798
388,a269fb977b,43.65022,-116.42654,1.0,2.0,907.0,2017-09-21,2.0,1019.0,Meridian,160010103351,1359,-1.2570654963669907
389,f0679f1787,43.65022,-116.42654,2.0,2.0,949.0,2017-09-21,2.0,1066.0,Meridian,160010103351,1359,-1.067024700262979
392,44285fb032,43.61396,-116.44687,3.0,4.0,2117.0,2017-09-21,1.0,1625.0,Meridian,160010103341,1359,0.7098074182283944
393,d212b21780,43.600277,-116.39604,2.0,2.0,995.0,2017-09-21,2.0,1255.0,Meridian,160010103223,1359,-0.379115969265013
394,d212b21780,43.600277,-116.39604,2.0,2.0,995.0,2017-09-21,2.0,1255.0,Meridian,160010103223,1359,-0.379115969265013
397,d106826d4b,43.600277,-116.39604,2.0,3.0,1100.0,2017-09-21,2.0,1320.0,Meridian,160010103223,1359,-0.16629723419679454
398,d106826d4b,43.600277,-116.39604,2.0,3.0,1100.0,2017-09-21,2.0,1320.0,Meridian,160010103223,1359,-0.16629723419679454
399,ba17d230a8,43.6135,-116.44593,2.5,5.0,2750.0,2017-09-21,1.0,1750.0,Meridian,160010103341,1359,1.022139358684052
400,114ea7fae2,43.5426,-116.43766,3.0,5.0,2870.0,2017-09-21,1.0,1600.0,Meridian,160010104012,1359,0.6444642098631749
401,653b9537fa,43.651802,-116.38819,2.5,4.0,2054.0,2017-09-21,1.0,1455.0,Meridian,160010103311,1359,0.24409129373573826
402,9a107953ec,43.65695,-116.41533,2.0,4.0,1760.0,2017-09-21,1.0,1500.0,Meridian,160010103351,1359,0.372463223259148
404,e6416ccbd6,43.64547,-116.41244,2.5,3.0,1973.0,2017-09-21,1.0,1450.0,Meridian,160010103321,1359,0.2295833533666138
405,13e0bbff0d,43.613490000000006,-116.42952,3.0,5.0,2810.0,2017-09-21,1.0,1595.0,Meridian,160010103342,1359,0.6312731114092973
406,cb1fa0a8a0,43.63472,-116.4264,2.0,4.0,1805.0,2017-09-21,1.0,1495.0,Meridian,160010103351,1359,0.3583912485317196
407,5186332bfa,43.634727000000005,-116.43252,2.0,3.0,2030.0,2017-09-21,1.0,1450.0,Meridian,160010103351,1359,0.2295833533666138
408,4c160141f7,43.60258,-116.41476000000002,2.0,3.0,1453.0,2017-09-21,1.0,1250.0,Meridian,160010103342,1359,-0.3959405525482877
409,09c48f8bf8,43.611656,-116.51548,2.0,3.0,1200.0,2017-12-14,2.0,1125.0,Nampa,160270211002,1443,-0.839987978843505
410,f0cc3b0bcd,43.613007,-116.515945,2.0,3.0,1250.0,2017-12-14,2.0,1120.0,Nampa,160270211002,1443,-0.8587610723131999
411,2d872762ea,47.7901,-116.8772,2.5,4.0,2192.0,2020-03-27,1.0,1900.0,Rathdrum,160550003022,2277,1.3687361424748323
412,10df716a93,47.8669312,-116.8610153,2.0,2.0,1370.0,2020-03-27,1.0,2000.0,Rathdrum,160550001002,2277,1.5849144253618008
415,7b1cd8d248,47.74532,-116.781425,2.0,3.0,1688.0,2016-05-26,1.0,1575.0,Hayden,160550010011,876,0.5780919323888386
416,19da70245b,47.81857,-116.766594,2.0,4.0,2000.0,2016-05-26,2.0,1350.0,Hayden,160550002005,876,-0.07158420303606547
417,629198a545,43.6403983,-116.6106076,2.0,3.0,1237.0,2018-08-25,2.0,1495.0,Nampa,160270211001,1697,0.3583912485317196
418,e7460bfa6c,43.5944052,-116.5702108,2.0,3.0,1224.0,2018-08-25,2.0,1150.0,Nampa,160270202001,1697,-0.7473567222449625
419,3816151270,43.567659,-116.6063682,2.0,3.0,1350.0,2018-08-25,2.0,1100.0,Nampa,160270209021,1697,-0.934701010004234
420,0b29483c9d,47.756393,-116.76973999999998,2.0,3.0,1600.0,2016-10-06,1.0,1500.0,Hayden,160550010011,1009,0.372463223259148
421,0b29483c9d,47.756393,-116.76973999999998,2.0,3.0,1600.0,2016-10-06,1.0,1350.0,Hayden,160550010011,1009,-0.07158420303606547
422,9396eb996a,47.774536,-116.764626,2.0,3.0,1440.0,2016-10-06,1.0,1895.0,Hayden,160550018001,1009,1.3576305958237362
423,0fb3b23488,47.75173,-116.72245,3.0,4.0,2301.0,2016-10-06,0.0,1950.0,Hayden,160550018003,1009,1.47821119403583
424,8e5e20a2d8,47.78836,-116.69922,1.0,2.0,1508.0,2016-10-06,1.0,2000.0,Hayden,160550018002,1009,1.5849144253618008
426,fa9721a953,47.758778,-116.78379,2.0,3.0,1900.0,2016-05-12,1.0,1300.0,Hayden,160550010011,862,-0.23064279727023151
427,82f7b0e5f3,43.8033,-111.7743,2.0,3.0,1380.0,2016-08-25,1.0,1450.0,Rexburg,160659504001,967,0.2295833533666138
428,c5f0f7f13d,43.8033,-111.7743,2.0,3.0,2000.0,2016-08-25,1.0,1350.0,Rexburg,160659504001,967,-0.07158420303606547
429,996f124246,43.821083,-111.7776,2.0,3.0,1800.0,2016-08-25,1.0,1300.0,Rexburg,160659504003,967,-0.23064279727023151
430,8f430ca566,43.88097,-111.81766,2.0,4.0,1800.0,2016-08-25,1.0,1200.0,Rexburg,160659501002,967,-0.567986992239478
431,74dc19f0ec,43.809574,-111.75939,2.0,3.0,2200.0,2016-08-25,1.0,1075.0,Rexburg,160659504001,967,-1.0315915418672117
432,2ecf909019,43.783024,-111.85821,1.0,3.0,1800.0,2016-08-25,1.0,1100.0,Rexburg,160659505003,967,-0.934701010004234
433,a9de3f66dc,43.492164,-112.065429,2.0,5.0,2600.0,2021-02-01,1.0,1450.0,Falls,160199713021,2588,0.2295833533666138
434,a9de3f66dc,43.492164,-112.065429,2.0,5.0,2600.0,2021-02-02,1.0,1450.0,Falls,160199713021,2589,0.2295833533666138
435,a9de3f66dc,43.492164,-112.065429,2.0,5.0,2600.0,2021-02-03,1.0,1450.0,Falls,160199713021,2590,0.2295833533666138
436,a9de3f66dc,43.492164,-112.065429,2.0,5.0,2600.0,2021-02-04,1.0,1450.0,Falls,160199713021,2591,0.2295833533666138
437,a9de3f66dc,43.492164,-112.065429,2.0,5.0,2600.0,2021-02-05,1.0,1450.0,Falls,160199713021,2592,0.2295833533666138
438,37d6ba18f1,43.526896,-111.962127,3.0,3.0,1463.0,2021-02-01,1.0,1299.0,Falls,160199704021,2588,-0.2338860082924949
439,37d6ba18f1,43.526896,-111.962127,3.0,3.0,1463.0,2021-02-02,1.0,1299.0,Falls,160199704021,2589,-0.2338860082924949
440,37d6ba18f1,43.526896,-111.962127,3.0,3.0,1463.0,2021-02-04,1.0,1299.0,Falls,160199704021,2591,-0.2338860082924949
441,37d6ba18f1,43.526896,-111.962127,3.0,3.0,1463.0,2021-02-05,1.0,1350.0,Falls,160199704021,2592,-0.07158420303606547
442,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-01,1.0,1350.0,Falls,160199715001,2588,-0.07158420303606547
443,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-02,1.0,1350.0,Falls,160199715001,2589,-0.07158420303606547
444,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-03,1.0,1350.0,Falls,160199715001,2590,-0.07158420303606547
445,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-04,1.0,1350.0,Falls,160199715001,2591,-0.07158420303606547
446,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-05,1.0,1350.0,Falls,160199715001,2592,-0.07158420303606547
447,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-08,1.0,1350.0,Falls,160199715001,2595,-0.07158420303606547
448,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-09,1.0,1350.0,Falls,160199715001,2596,-0.07158420303606547
449,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-10,1.0,1350.0,Falls,160199715001,2597,-0.07158420303606547
450,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-11,1.0,1350.0,Falls,160199715001,2598,-0.07158420303606547
451,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-12,1.0,1350.0,Falls,160199715001,2599,-0.07158420303606547
452,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-15,1.0,1350.0,Falls,160199715001,2602,-0.07158420303606547
453,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-16,1.0,1350.0,Falls,160199715001,2603,-0.07158420303606547
454,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-17,1.0,1350.0,Falls,160199715001,2604,-0.07158420303606547
455,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-18,1.0,1399.0,Falls,160199715001,2605,0.07867767287833899
456,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-19,1.0,1399.0,Falls,160199715001,2606,0.07867767287833899
457,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-23,1.0,1399.0,Falls,160199715001,2610,0.07867767287833899
458,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-24,1.0,1399.0,Falls,160199715001,2611,0.07867767287833899
459,7ac751b49a,43.527758,-112.198213,3.0,3.0,1451.0,2021-02-25,1.0,1399.0,Falls,160199715001,2612,0.07867767287833899
460,1039b512d7,43.523724,-111.959549,2.0,4.0,2612.0,2021-02-01,1.0,1750.0,Falls,160199704031,2588,1.022139358684052
